task_key,title,assessment,merged_prs,historically_skipped,repair_groups,acceptance_groups,requirement,current_source_files
04-invoices-wallet-contracts.md#T-04.1.04.01,"Design `invoice_reminder_schedule` table: `invoiceId`, `offset`, `channel`, `scheduledAt`, `sentAt?`, `status`",affected_by_identified_gap,240,False,F10,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:170,packages/db/drizzle/0060_create_invoice_reminder_schedule.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.invoice-reminder-schedule.test.ts;packages/db/src/migrate.invoice-snapshot.test.ts;packages/db/src/migrate.service-due-periods.test.ts;packages/db/src/schema/invoice-reminder-schedule.test.ts;packages/db/src/schema/invoice-reminder-schedule.ts
04-invoices-wallet-contracts.md#T-04.1.04.02,"Build `ReminderScheduler` worker: on invoice issue, compute reminder datetimes and insert schedule rows",affected_by_identified_gap,241,False,F10,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:171,apps/worker/src/invoices/reminder-scheduler.integration.test.ts;apps/worker/src/invoices/reminder-scheduler.test.ts;apps/worker/src/invoices/reminder-scheduler.ts;apps/worker/src/main.ts;packages/db/src/schema/invoice-reminder-schedule.ts;packages/shared/src/admin/background-jobs.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/reminder-schedule.test.ts;packages/shared/src/finance/reminder-schedule.ts
04-invoices-wallet-contracts.md#T-04.1.04.03,"Build `ReminderSender` worker: cron every hour picks due reminders, checks invoice state, sends via outbox",affected_by_identified_gap,243,False,F10,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:172,apps/worker/src/invoices/reminder-sender.integration.test.ts;apps/worker/src/invoices/reminder-sender.test.ts;apps/worker/src/invoices/reminder-sender.ts;apps/worker/src/main.ts;apps/worker/src/notifications/outbox-reader.test.ts;apps/worker/src/notifications/outbox-reader.ts;apps/worker/src/notifications/outbox-writer.test.ts;apps/worker/src/notifications/outbox-writer.ts;packages/db/src/schema/notification-outbox.ts;packages/db/src/seed/notification-templates.ts;packages/shared/src/admin/background-jobs.ts;packages/shared/src/finance/reminder-schedule.test.ts;packages/shared/src/finance/reminder-schedule.ts;packages/shared/src/notifications/notification-registry.test.ts;packages/shared/src/notifications/notification-registry.ts;packages/shared/src/notifications/notification-transport.ts
04-invoices-wallet-contracts.md#T-04.1.04.04,"Enforce idempotency: unique index on (invoiceId, offset, channel)",affected_by_identified_gap,244,False,F10,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:173,apps/worker/src/invoices/reminder-scheduler.integration.test.ts;apps/worker/src/invoices/reminder-scheduler.test.ts;apps/worker/src/invoices/reminder-scheduler.ts;apps/worker/src/invoices/reminder-sender.integration.test.ts;apps/worker/src/invoices/reminder-sender.ts;packages/db/drizzle/0061_add_invoice_reminder_schedule_idempotency.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.invoice-reminder-schedule-idempotency.test.ts;packages/db/src/migrate.invoice-reminder-schedule.test.ts;packages/db/src/migrate.invoice-snapshot.test.ts;packages/db/src/migrate.service-due-periods.test.ts;packages/db/src/schema/invoice-reminder-schedule-idempotency.test.ts;packages/db/src/schema/invoice-reminder-schedule.ts
04-invoices-wallet-contracts.md#T-04.1.04.05,Admin toggle UI: enable/disable each offset per service type,affected_by_identified_gap,245,False,F10,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:174,apps/api/src/admin/admin.module.ts;apps/api/src/admin/index.ts;apps/api/src/admin/reminder-offset-toggle.controller.test.ts;apps/api/src/admin/reminder-offset-toggle.controller.ts;apps/api/src/admin/reminder-offset-toggle.service.integration.test.ts;apps/api/src/admin/reminder-offset-toggle.service.test.ts;apps/api/src/admin/reminder-offset-toggle.service.ts;apps/web/src/components/ReminderOffsetTogglePanel.test.tsx;apps/web/src/components/ReminderOffsetTogglePanel.tsx;apps/web/src/pages/AdminInvoicesPage.test.tsx;apps/web/src/pages/AdminInvoicesPage.tsx;apps/worker/src/invoices/reminder-scheduler.integration.test.ts;apps/worker/src/invoices/reminder-scheduler.test.ts;apps/worker/src/invoices/reminder-scheduler.ts;packages/db/drizzle/0062_create_invoice_reminder_offset_toggles.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.invoice-reminder-offset-toggles.test.ts;packages/db/src/migrate.invoice-reminder-schedule-idempotency.test.ts;packages/db/src/migrate.invoice-reminder-schedule.test.ts;packages/db/src/migrate.invoice-snapshot.test.ts;packages/db/src/migrate.service-due-periods.test.ts;packages/db/src/schema/invoice-reminder-offset-toggles.test.ts;packages/db/src/schema/invoice-reminder-offset-toggles.ts;packages/i18n/src/index.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/reminder-offset-toggles.test.ts;packages/shared/src/finance/reminder-offset-toggles.ts
04-invoices-wallet-contracts.md#T-04.1.04.06,"Stop reminders: when invoice enters Paid/Cancelled/Refunded, mark all future schedule rows as Cancelled",affected_by_identified_gap,246,False,F10,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:175,apps/worker/src/invoices/reminder-canceller.integration.test.ts;apps/worker/src/invoices/reminder-canceller.test.ts;apps/worker/src/invoices/reminder-canceller.ts;apps/worker/src/invoices/reminder-scheduler.ts;apps/worker/src/invoices/reminder-sender.test.ts;apps/worker/src/invoices/reminder-sender.ts;packages/db/drizzle/0063_cancel_reminders_on_invoice_stop_state.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.invoice-reminder-cancel.test.ts;packages/db/src/migrate.invoice-reminder-offset-toggles.test.ts;packages/db/src/migrate.invoice-reminder-schedule-idempotency.test.ts;packages/db/src/migrate.invoice-reminder-schedule.test.ts;packages/db/src/migrate.invoice-snapshot.test.ts;packages/db/src/migrate.service-due-periods.test.ts;packages/db/src/schema/invoice-reminder-schedule-cancel.test.ts;packages/db/src/schema/invoice-reminder-schedule.ts;packages/shared/src/finance/reminder-offset-toggles.ts;packages/shared/src/finance/reminder-schedule.ts
04-invoices-wallet-contracts.md#T-04.1.05.01,Add `replacesInvoiceId` and `adjustmentForInvoiceId` nullable self-references on invoice table,merged_source_evidence_acceptance_retest_required,247,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:196,packages/db/drizzle/0064_add_invoice_correction_self_references.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.invoice-correction-links.test.ts;packages/db/src/schema/invoices-correction-links.test.ts;packages/db/src/schema/invoices.test.ts;packages/db/src/schema/invoices.ts
04-invoices-wallet-contracts.md#T-04.1.05.02,"Build `cancelAndReplaceInvoice(invoiceId, reason, newLines)` — validates no payment, cancels, creates linked replacement",merged_source_evidence_acceptance_retest_required,248,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:197,apps/api/src/invoice/cancel-and-replace-invoice.integration.test.ts;apps/api/src/invoice/cancel-and-replace-invoice.service.test.ts;apps/api/src/invoice/cancel-and-replace-invoice.service.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice.module.ts;packages/db/drizzle/0065_invoice_order_type_unique_exclude_replacements.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.invoice-order-type-replacement.test.ts;packages/db/src/schema/invoices-order-type-replacement.test.ts;packages/db/src/schema/invoices.test.ts;packages/db/src/schema/invoices.ts
04-invoices-wallet-contracts.md#T-04.1.05.03,"Build `createAdjustmentInvoice(originalInvoiceId, amount, reason)` — positive = additional charge, negative = credit",merged_source_evidence_acceptance_retest_required,249,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:198,apps/api/src/dashboard/dashboard.service.test.ts;apps/api/src/dashboard/dashboard.service.ts;apps/api/src/invoice/auto-invoice.integration.test.ts;apps/api/src/invoice/auto-invoice.service.test.ts;apps/api/src/invoice/cancel-and-replace-invoice.integration.test.ts;apps/api/src/invoice/cancel-and-replace-invoice.service.test.ts;apps/api/src/invoice/create-adjustment-invoice.integration.test.ts;apps/api/src/invoice/create-adjustment-invoice.service.test.ts;apps/api/src/invoice/create-adjustment-invoice.service.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice-calculation-replay.integration.test.ts;apps/api/src/invoice/invoice-state-machine.integration.test.ts;apps/api/src/invoice/invoice-state-machine.service.test.ts;apps/api/src/invoice/invoice-state-machine.service.ts;apps/api/src/invoice/invoice-state.model.ts;apps/api/src/invoice/invoice.module.ts;apps/api/src/invoice/manual-invoice.integration.test.ts;apps/api/src/invoice/manual-invoice.service.test.ts;packages/db/drizzle/0066_invoice_order_type_unique_exclude_adjustments.sql;packages/db/drizzle/0067_invoice_adjustment_kind_accounting_amount.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.invoice-adjustment-kind.test.ts;packages/db/src/migrate.invoice-order-type-adjustment.test.ts;packages/db/src/migrate.invoice-order-type-replacement.test.ts;packages/db/src/schema/invoices-adjustment-kind.test.ts;packages/db/src/schema/invoices-order-type-adjustment.test.ts;packages/db/src/schema/invoices.test.ts;packages/db/src/schema/invoices.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/invoice-adjustment.test.ts;packages/shared/src/finance/invoice-adjustment.ts
04-invoices-wallet-contracts.md#T-04.1.05.04,Customer-facing invoice details page shows original + linked corrections/replacements with explanations,merged_source_evidence_acceptance_retest_required,250,False,,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:199,apps/api/src/invoice/customer-invoice-details.service.test.ts;apps/api/src/invoice/customer-invoice-details.service.ts;apps/api/src/invoice/customer-invoice.controller.test.ts;apps/api/src/invoice/customer-invoice.controller.ts;apps/api/src/invoice/index.ts;apps/api/src/invoice/invoice.module.ts;apps/web/src/components/QuickStatusCards.tsx;apps/web/src/lib/customer-invoices.test.ts;apps/web/src/lib/customer-invoices.ts;apps/web/src/pages/DashboardLayout.tsx;apps/web/src/pages/InvoiceDetailsPage.test.tsx;apps/web/src/pages/InvoiceDetailsPage.tsx;apps/web/src/pages/InvoicesPage.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app/invoices/$invoiceId.tsx;apps/web/src/routes/_app/invoices/index.tsx;packages/i18n/src/index.ts
04-invoices-wallet-contracts.md#T-04.2.01.01,"Create `wallets` table: `profileId` (PK, FK), `postedBalance` (int8, default 0), `reservedBalance` (int8, default 0), `version` (int, optimistic lock), `updatedAt`. `availableBalance` is NOT stored — it is derived at query time as `postedBalance - reservedBalance`",affected_by_identified_gap,149,False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:228,apps/api/src/app.module.ts;apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet.controller.ts;apps/api/src/wallet/wallet.module.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;packages/db/src/index.ts;packages/db/src/schema/wallets.ts;packages/db/src/seed/seed.test.ts
04-invoices-wallet-contracts.md#T-04.2.01.02,"Create `wallet_transactions` table: `id` (UUIDv7), `walletId`, `type` (enum: topup, payment, refund, reservation, release, reversal, compensating), `amount` (int8, positive for credit, negative for debit), `state` (Pending, Reserved, Completed, Failed, Rejected, Released, Reversed), `idempotencyKey` (unique), `refId?`, `description?`, `metadata` (JSONB), timestamps",affected_by_identified_gap,"260,251,149",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:229,apps/api/src/app.module.ts;apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet.controller.ts;apps/api/src/wallet/wallet.module.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;packages/db/drizzle/0068_create_wallet_transactions.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.wallet-transactions.test.ts;packages/db/src/schema/wallets.test.ts;packages/db/src/schema/wallets.ts;packages/db/src/seed/seed.test.ts
04-invoices-wallet-contracts.md#T-04.2.01.03,"Implement `WalletService.credit(walletId, amount, ref, idempotencyKey)` — inserts ledger row, updates postedBalance with `WHERE version = X AND postedBalance >= 0`",affected_by_identified_gap,"261,254,252",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:230,apps/api/src/catalogue/catalogue-products.service.test.ts;apps/api/src/invoice/manual-invoice.integration.test.ts;apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet-credit.integration.test.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts
04-invoices-wallet-contracts.md#T-04.2.01.04,"Implement `WalletService.debit(walletId, amount, ref, idempotencyKey)` — checks availableBalance >= amount, atomically reserves then completes",affected_by_identified_gap,"262,253",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:231,apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet-debit.integration.test.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts
04-invoices-wallet-contracts.md#T-04.2.01.05,"Implement `WalletService.reserve(walletId, amount)` and `release(reservationId)` for payment flow",affected_by_identified_gap,"263,255",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:232,apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet-reserve.integration.test.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts
04-invoices-wallet-contracts.md#T-04.2.01.06,"Implement optimistic locking: `UPDATE wallets SET postedBalance = postedBalance + delta, version = version + 1 WHERE id = X AND version = expectedVersion`",affected_by_identified_gap,256,False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:233,apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet-optimistic-lock.integration.test.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts
04-invoices-wallet-contracts.md#T-04.2.01.07,"Add DB constraint: `CHECK ((postedBalance - reservedBalance) >= 0)` via generated column or trigger — enforces nonnegative available balance on the derived value, NOT a stored column",affected_by_identified_gap,257,False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:234,packages/db/drizzle/0069_wallet_available_balance_check.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.wallet-available-balance.test.ts;packages/db/src/schema/wallets-available-balance.test.ts;packages/db/src/schema/wallets.ts
04-invoices-wallet-contracts.md#T-04.2.01.08,"Scheduled reconciliation worker: compare ledger sum vs wallet balance, report mismatch to finance queue",affected_by_identified_gap,258,False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:235,apps/worker/src/main.ts;apps/worker/src/wallet/reconciliation-scanner.integration.test.ts;apps/worker/src/wallet/reconciliation-scanner.test.ts;apps/worker/src/wallet/reconciliation-scanner.ts;packages/shared/src/admin/background-jobs.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/wallet-reconciliation.test.ts;packages/shared/src/finance/wallet-reconciliation.ts
04-invoices-wallet-contracts.md#T-04.2.02.01,"Build online top-up initiation: validate limit, create Pending transaction, redirect to gateway",affected_by_identified_gap,259,False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:263,.env.example;apps/api/src/wallet/index.ts;apps/api/src/wallet/online-topup.integration.test.ts;apps/api/src/wallet/online-topup.service.test.ts;apps/api/src/wallet/online-topup.service.ts;apps/api/src/wallet/payment-gateway.test.ts;apps/api/src/wallet/payment-gateway.ts;apps/api/src/wallet/wallet.controller.test.ts;apps/api/src/wallet/wallet.controller.ts;apps/api/src/wallet/wallet.module.ts;apps/web/src/pages/WalletPage.test.tsx;apps/web/src/pages/WalletPage.tsx;apps/web/src/routes/_app/wallet.tsx;packages/i18n/src/index.ts;packages/shared/src/finance/wallet-topup-config.test.ts;packages/shared/src/finance/wallet-topup-config.ts
04-invoices-wallet-contracts.md#T-04.2.02.02,"Build provider callback handler: verify signature, replay window, event id, merchant context; apply credit via `WalletService.credit()` with idempotency key",affected_by_identified_gap,265,False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:264,.env.example;apps/api/src/wallet/index.ts;apps/api/src/wallet/online-topup-callback.controller.test.ts;apps/api/src/wallet/online-topup-callback.controller.ts;apps/api/src/wallet/online-topup-callback.integration.test.ts;apps/api/src/wallet/online-topup-callback.service.test.ts;apps/api/src/wallet/online-topup-callback.service.ts;apps/api/src/wallet/online-topup.integration.test.ts;apps/api/src/wallet/online-topup.service.test.ts;apps/api/src/wallet/payment-callback-verifier.test.ts;apps/api/src/wallet/payment-callback-verifier.ts;apps/api/src/wallet/payment-gateway.test.ts;apps/api/src/wallet/payment-gateway.ts;apps/api/src/wallet/wallet.module.ts;packages/db/drizzle/0070_create_wallet_topup_callback_events.sql;packages/db/drizzle/0071_wallet_topup_callback_events_processing_status.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.wallet-available-balance.test.ts;packages/db/src/migrate.wallet-topup-callback-events.test.ts;packages/db/src/schema/wallet-topup-callback-events.test.ts;packages/db/src/schema/wallet-topup-callback-events.ts;packages/i18n/src/index.ts;packages/shared/src/errors/error-codes.ts
04-invoices-wallet-contracts.md#T-04.2.02.03,Build bank receipt top-up flow: customer uploads receipt → wallet transaction in Pending state,affected_by_identified_gap,266,False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:265,apps/api/src/storage/storage-record-db-adapter.ts;apps/api/src/upload/upload.controller.ts;apps/api/src/upload/upload.module.ts;apps/api/src/wallet/bank-receipt-topup.integration.test.ts;apps/api/src/wallet/bank-receipt-topup.service.test.ts;apps/api/src/wallet/bank-receipt-topup.service.ts;apps/api/src/wallet/wallet.controller.test.ts;apps/api/src/wallet/wallet.controller.ts;apps/api/src/wallet/wallet.module.ts;apps/api/test/upload.controller.spec.ts;apps/web/src/pages/WalletPage.test.tsx;apps/web/src/pages/WalletPage.tsx;packages/db/drizzle/0072_wallet_tx_receipt_attachment_unique.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.wallet-receipt-attachment.test.ts;packages/db/src/migrate.wallet-transactions.test.ts;packages/db/src/schema/wallets-receipt-attachment.test.ts;packages/db/src/schema/wallets.ts;packages/i18n/src/index.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/wallet-bank-receipt-topup.test.ts;packages/shared/src/finance/wallet-bank-receipt-topup.ts
04-invoices-wallet-contracts.md#T-04.2.02.04,"Staff confirmation UI: review receipt, confirm or reject with reason; on confirm → `WalletService.credit()`",affected_by_identified_gap,"301,286,278,267",False,"F10,F13,F21","F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:266,apps/api/src/admin/admin.module.ts;apps/api/src/admin/bank-receipt-confirmation.controller.test.ts;apps/api/src/admin/bank-receipt-confirmation.controller.ts;apps/api/src/admin/index.ts;apps/api/src/wallet/bank-receipt-confirmation.integration.test.ts;apps/api/src/wallet/bank-receipt-confirmation.service.test.ts;apps/api/src/wallet/bank-receipt-confirmation.service.ts;apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet.module.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;apps/web/src/lib/bank-receipt-confirmation.test.ts;apps/web/src/lib/bank-receipt-confirmation.ts;apps/web/src/pages/AdminLayout.tsx;apps/web/src/pages/AdminWalletReceiptsPage.test.tsx;apps/web/src/pages/AdminWalletReceiptsPage.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/wallet-receipts.tsx;packages/i18n/src/index.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/wallet-bank-receipt-confirmation.test.ts;packages/shared/src/finance/wallet-bank-receipt-confirmation.ts
04-invoices-wallet-contracts.md#T-04.2.02.05,"Overpayment handling: if receipt amount > invoice remaining, credit excess to wallet",affected_by_identified_gap,"302,287,279,268",False,"F10,F12,F13,F21","F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:267,apps/api/src/admin/bank-receipt-confirmation.controller.test.ts;apps/api/src/admin/bank-receipt-confirmation.controller.ts;apps/api/src/invoice/invoice-state-machine.service.test.ts;apps/api/src/invoice/invoice-state.model.test.ts;apps/api/src/invoice/invoice-state.model.ts;apps/api/src/wallet/bank-receipt-confirmation.integration.test.ts;apps/api/src/wallet/bank-receipt-confirmation.service.test.ts;apps/api/src/wallet/bank-receipt-confirmation.service.ts;apps/api/src/wallet/index.ts;apps/api/src/wallet/wallet.module.ts;apps/web/src/pages/AdminWalletReceiptsPage.test.tsx;apps/web/src/pages/AdminWalletReceiptsPage.tsx;packages/i18n/src/index.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/invoice-overpayment.test.ts;packages/shared/src/finance/invoice-overpayment.ts;packages/shared/src/finance/wallet-bank-receipt-confirmation.test.ts;packages/shared/src/finance/wallet-bank-receipt-confirmation.ts
04-invoices-wallet-contracts.md#T-04.2.02.06,"Admin-configurable `onlineTopUpLimit` with versioned config, enforced at submission",affected_by_identified_gap,"303,288,280,269",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:268,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/wallet-topup-limit-config.service.test.ts;apps/api/src/common/http-exception.filter.ts;apps/api/src/wallet/online-topup.integration.test.ts;apps/api/src/wallet/online-topup.service.test.ts;apps/api/src/wallet/online-topup.service.ts;apps/api/src/wallet/wallet.controller.test.ts;apps/api/src/wallet/wallet.controller.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;apps/api/test/http-exception-filter.spec.ts;apps/web/src/components/WalletTopUpLimitConfigPanel.test.tsx;apps/web/src/components/WalletTopUpLimitConfigPanel.tsx;apps/web/src/pages/AdminWalletReceiptsPage.test.tsx;apps/web/src/pages/AdminWalletReceiptsPage.tsx;apps/web/src/pages/WalletPage.test.tsx;apps/web/src/pages/WalletPage.tsx;packages/i18n/src/index.ts;packages/shared/src/finance/wallet-topup-config.test.ts;packages/shared/src/finance/wallet-topup-config.ts
04-invoices-wallet-contracts.md#T-04.2.02.07,Expiry cron: auto-reject online top-ups stuck in Pending beyond TTL,affected_by_identified_gap,"289,281,270",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:269,.env.example;apps/api/src/wallet/online-topup-callback.integration.test.ts;apps/api/src/wallet/online-topup-callback.service.test.ts;apps/api/src/wallet/online-topup-callback.service.ts;apps/worker/src/main.ts;apps/worker/src/wallet/online-topup-expiry-scanner.integration.test.ts;apps/worker/src/wallet/online-topup-expiry-scanner.test.ts;apps/worker/src/wallet/online-topup-expiry-scanner.ts;packages/db/drizzle/0076_wallet_tx_online_pending_expiry_idx.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.wallet-online-topup-expiry-idx.test.ts;packages/db/src/schema/wallets-online-topup-expiry-idx.test.ts;packages/db/src/schema/wallets.ts;packages/shared/src/admin/background-jobs.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/online-topup-expiry.test.ts;packages/shared/src/finance/online-topup-expiry.ts
04-invoices-wallet-contracts.md#T-04.2.03.01,"Implement `payInvoiceWithWallet(invoiceId, profileId, idempotencyKey)` service method",affected_by_identified_gap,"290,271",False,"F12,F21","F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:292,apps/api/src/wallet/index.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.ts;apps/api/src/wallet/wallet.module.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/pay-invoice-with-wallet.test.ts;packages/shared/src/finance/pay-invoice-with-wallet.ts
04-invoices-wallet-contracts.md#T-04.2.03.02,"Use DB transaction: `SELECT ... FOR UPDATE` on wallet and invoice, validate available balance, debit wallet, update invoice → Paid, insert wallet_transaction + audit",affected_by_identified_gap,"291,282,272",False,"F12,F21","F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:293,apps/api/src/wallet/pay-invoice-with-wallet.concurrency.integration.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.integration.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;packages/shared/src/finance/pay-invoice-with-wallet.test.ts;packages/shared/src/finance/pay-invoice-with-wallet.ts
04-invoices-wallet-contracts.md#T-04.2.03.03,"Implement idempotency: unique index on `(idempotencyKey, entityType)`, return cached result on retry",affected_by_identified_gap,"292,283,273",False,"F12,F21","F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:294,apps/api/src/idempotency/idempotency-keys.repository.integration.test.ts;apps/api/src/idempotency/idempotency-keys.repository.test.ts;apps/api/src/idempotency/idempotency-keys.repository.ts;apps/api/src/wallet/pay-invoice-with-wallet.integration.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.ts;apps/api/src/wallet/wallet.module.ts;packages/db/drizzle/0073_create_idempotency_keys.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/migrate.idempotency-keys.test.ts;packages/db/src/schema/idempotency-keys.test.ts;packages/db/src/schema/idempotency-keys.ts;packages/shared/src/finance/pay-invoice-with-wallet.test.ts;packages/shared/src/finance/pay-invoice-with-wallet.ts
04-invoices-wallet-contracts.md#T-04.2.03.04,"Integration tests: concurrent payment attempts (one succeeds, others fail), duplicate idempotency key, insufficient balance, race conditions",affected_by_identified_gap,"293,284,274",False,"F12,F21","F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:295,apps/api/src/wallet/pay-invoice-with-wallet.concurrency.integration.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.integration.test.ts
04-invoices-wallet-contracts.md#T-04.2.04.01,"Implement `reverseTransaction(originalTransactionId, reason, idempotencyKey)` — creates reversal transaction, adjusts balance",affected_by_identified_gap,"285,275",False,F21,"F02,F14,F22",kanban/epics/04-invoices-wallet-contracts.md:316,apps/api/src/wallet/bank-receipt-confirmation.service.ts;apps/api/src/wallet/bank-receipt-topup.service.ts;apps/api/src/wallet/online-topup-callback.service.ts;apps/api/src/wallet/online-topup.service.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.test.ts;apps/api/src/wallet/pay-invoice-with-wallet.service.ts;apps/api/src/wallet/wallet-reverse.integration.test.ts;apps/api/src/wallet/wallet.service.test.ts;apps/api/src/wallet/wallet.service.ts;packages/db/drizzle/0074_wallet_tx_reverses_transaction.sql;packages/db/drizzle/0077_wallet_tx_reversal_original_check.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/migrate.wallet-reversal-check.test.ts;packages/db/src/migrate.wallet-reversal.test.ts;packages/db/src/migrate.wallet-transactions.test.ts;packages/db/src/schema/wallets-reversal.test.ts;packages/db/src/schema/wallets.test.ts;packages/db/src/schema/wallets.ts;packages/shared/src/finance/index.ts;packages/shared/src/finance/wallet-reversal.test.ts;packages/shared/src/finance/wallet-reversal.ts
